169015329,795340951,16901500,3008,,,FOXWOOD,DR,S,CLIFTON PARK,NY,12065,12065-7016
169016102,16901610,16901600,79,,,ALGONQUIN,RD,,CLIFTON PARK,NY,12065,12065-7700
169018124,399358717,16901800,40,,,JAMISON,DR,,CLIFTON PARK,NY,12065,12065-7250
168809112,109975715,16880900,832,,,GROOMS,RD,,REXFORD,NY,12148,12148-1404
168810106,16881010,16881000,944,,,GROOMS,RD,,REXFORD,NY,12148,12148-1330
168811103,16881110,16881100,51,,,BRADT,RD,,REXFORD,NY,12148,12148-1104
171005011,758400810,17100500,8,,,OAKHURST,CT,,CLIFTON PARK,NY,12065,12065-8719
173190013,222740329,17319000,63,,,CHATSWORTH,WAY,,CLIFTON PARK,NY,12065,12065-7257
171038010,750938150,17103800,81,,,BLUE JAY,WAY,,REXFORD,NY,12148,12148-1333
171052047,399382010,17105200,5,,,FOUR LEAF,MNR,,REXFORD,NY,12148,12148-1490
176433104,17643310,17643300,175,,,ASHDOWN,RD,,BALLSTON LAKE,NY,12019,12019-2338
173807102,17380710,17380700,36,,,BEECHWOOD,DR,,CLIFTON PARK,NY,12065,12065-4827
173808109,17380810,17380800,6,,W,TERRACE,CT,,BALLSTON LAKE,NY,12019,12019-1331
173810118,455848857,17381000,10,,,GARDEN,DR,,CLIFTON PARK,NY,12065,12065-4015
173811124,96901410,17381100,229,,,RIVERVIEW,RD,,REXFORD,NY,12148,12148-1642
173812112,361888110,17381200,21,,,TRICE,DR,,CLIFTON PARK,NY,12065,12065-1805
173815131,628938725,17381500,7,,,LACOSTA,DR,,CLIFTON PARK,NY,12065,12065-1219
173816129,886400610,17381600,6,,,GREEN MEADOW,DR,,CLIFTON PARK,NY,12065,12065-1832
173817117,997906810,17381700,9,,,ROBINWOOD,DR,,CLIFTON PARK,NY,12065,12065-2717
173821102,17382110,17382100,39,,,REDFIELD,PARK,,CLIFTON PARK,NY,12065,12065-1673
174010121,595012714,17401000,1,,,CONNECTICUT,CT,,REXFORD,NY,12148,12148-1349
173019013,500509210,17301900,9,,,PATRIOT,CIR,,CLIFTON PARK,NY,12065,12065-6790
177409004,819642610,17740900,527,,,MILLER,RD,,CLIFTON PARK,NY,12065,12065-3507
185025049,251556615,18502510,4,,,STONEY HEIGHTS,CT,,CLIFTON PARK,NY,12065,12065-1750
188811109,18881110,18881100,987,,,GROOMS,RD,,REXFORD,NY,12148,12148-1306
189011103,720641910,18901100,56,,,WALNUT,DR,,CLIFTON PARK,NY,12065,12065-7427
189012100,18901210,18901200,29,,,ACORN,AVE,,CLIFTON PARK,NY,12065,12065-5117
189013107,18901310,18901300,8,,,WILLARD,DR,,CLIFTON PARK,NY,12065,12065-6731
189014159,931096032,18901400,67,,,OLD COACH,RD,,CLIFTON PARK,NY,12065,12065-7629
189015487,985213147,18901500,3007,,,FOXWOOD,DR,S,CLIFTON PARK,NY,12065,12065-7016
189018111,666902710,18901800,4,,,ROOSEVELT,CT,,CLIFTON PARK,NY,12065,12065-6038
188809109,18880910,18880900,831,,,GROOMS,RD,,REXFORD,NY,12148,12148-1407
188810102,18881010,18881000,22,,,APPLETON,RD,,REXFORD,NY,12148,12148-1308
192051004,543382510,19205100,135,,,EASTLINE,RD,,BALLSTON LAKE,NY,12019,12019-1706
193807117,623699149,19380700,38,,,BEECHWOOD,DR,,CLIFTON PARK,NY,12065,12065-4827
193809102,19380910,19380900,2,,,TORRERO,DR,,CLIFTON PARK,NY,12065,12065-5017
193810114,552391009,19381000,20,,,GARDEN,DR,,CLIFTON PARK,NY,12065,12065-4014
193811102,19381110,19381100,214,,,RIVERVIEW,RD,,REXFORD,NY,12148,12148-1636
193812127,807006932,19381200,23,,,TRICE,DR,,CLIFTON PARK,NY,12065,12065-1804
193813375,874572760,19381300,706,,,LONDON SQUARE,DR,,CLIFTON PARK,NY,12065,12065-3750
193815100,19381510,19381500,7,,,LACOSTA,DR,,CLIFTON PARK,NY,12065,12065-1219
193816143,234261644,19381600,2,,,GREEN MEADOW,DR,,CLIFTON PARK,NY,12065,12065-1832
193817104,19381710,19381700,22,,,FIRESTONE,LN,,CLIFTON PARK,NY,12065,12065-1222
193818138,71380910,19381800,25,,,ORCHARD PARK,DR,,CLIFTON PARK,NY,12065,12065-5735
193819117,209555736,19381900,3,,,NEWPORT,DR,,CLIFTON PARK,NY,12065,12065-1843
193820110,994007815,19382000,30,,,TORREY,PNES,,CLIFTON PARK,NY,12065,12065-1142
193240050,532015910,19324010,30,,,BALSAM,WAY,,CLIFTON PARK,NY,12065,12065-6787
198069019,301382030,19806900,1,,,BERNINI,DR,,CLIFTON PARK,NY,12065,12065-2035
199109021,142901210,19910910,18,,,HIDDEN CREST,CT,,CLIFTON PARK,NY,12065,12065-5926
199114022,362713126,19911410,13,,,NEWPORT,DR,,CLIFTON PARK,NY,12065,12065-1843
199123012,91727023,19912300,11,,,PARKLAND,CT,,CLIFTON PARK,NY,12065,12065-5924
201144050,979008110,20114400,11,,,CARPENTER,WAY,,CLIFTON PARK,NY,12065,12065-3713
202011032,90897913,20201100,22,,,EMMONS,DR,,CLIFTON PARK,NY,12065,12065-1682
203045014,687664753,20304500,7,,,CHRISTINAMARIE,DR,,CLIFTON PARK,NY,12065,12065-7731
201017012,806548952,20101700,88,,,LONGKILL,RD,,BALLSTON LAKE,NY,12019,12019-1616
201090020,562219012,20109000,47,,,DORSMAN,DR,,CLIFTON PARK,NY,12065,12065-7203
209011174,81113549,20901100,41,,,PARKWOOD,DR,,CLIFTON PARK,NY,12065,12065-7402
